Id;m_min;m_max;m_mean;m_std;victim;Cat;Label;victim_n
m2498;49.79;77.5;64.36;11.35;No;Institution;m2498;0
m2499;11.25;187.98;82.02;74.97;No;Institution;m2499;0
m25;77.93;77.93;77.93;;No;Institution;m25;0
m250;42.66;42.66;42.66;;No;Institution;m250;0
m2500;79.08;79.08;79.08;;No;Institution;m2500;0
m2501;112.45;112.45;112.45;;No;Institution;m2501;0
m2502;136.39;136.39;136.39;;No;Institution;m2502;0
m2503;146.21;146.21;146.21;;No;Institution;m2503;0
m2504;0.24;0.24;0.24;;No;Institution;m2504;0
m2505;7.12;66.78;45.58;23.23;No;Institution;m2505;0
m2506;4.87;107.98;76.25;24.85;No;Institution;m2506;0
m2507;6.09;17.26;11.78;2.61;No;Institution;m2507;0
m2508;32.82;86.08;59.45;37.66;No;Institution;m2508;0
m2509;6.39;67.94;45.16;14.46;No;Institution;m2509;0
m251;2.07;141.49;61.31;51.38;No;Institution;m251;0
m2510;174.54;293.54;228.1;38.83;No;Institution;m2510;0
m2511;14.4;14.4;14.4;;No;Institution;m2511;0
m2512;1.81;44.43;11.72;13.14;No;Institution;m2512;0
m2513;8.74;98.47;23.92;19.43;No;Institution;m2513;0
m2514;10.09;92.27;61.75;24.02;No;Institution;m2514;0
m2515;59.26;59.26;59.26;;No;Institution;m2515;0
m2516;59.79;59.79;59.79;;No;Institution;m2516;0
m2517;32.38;38.72;35.55;4.48;No;Institution;m2517;0
m2518;61.66;243.76;136.99;45.68;No;Institution;m2518;0
m2519;1.56;1.56;1.56;;No;Institution;m2519;0
m252;8.05;8.05;8.05;;No;Institution;m252;0
m2520;417.73;430.56;424.14;9.07;No;Institution;m2520;0
m2521;42.53;42.53;42.53;;No;Institution;m2521;0
m2522;1.29;59.29;12.47;12.05;No;Institution;m2522;0
m2523;51.68;51.68;51.68;;No;Institution;m2523;0
m2524;9.95;23.44;16.7;9.54;No;Institution;m2524;0
m2525;0.95;12.7;8.52;6.57;No;Institution;m2525;0
m2526;10.01;69.27;37.85;15.08;No;Institution;m2526;0
m2527;13.46;30.74;22.83;5.39;No;Institution;m2527;0
m2528;61.16;61.16;61.16;;No;Institution;m2528;0
m2529;8.89;9.08;8.98;0.13;No;Institution;m2529;0
m253;1.44;62.06;13.36;14.76;No;Institution;m253;0
m2530;5.05;100.35;68.56;22.83;No;Institution;m2530;0
m2531;2.64;6.81;5.17;1.43;No;Institution;m2531;0
m2532;-421.0;421.0;20.99;422.57;No;Institution;m2532;0
m2533;27.73;27.73;27.73;;No;Institution;m2533;0
m2534;97.29;178.1;142.74;22.31;No;Institution;m2534;0
m2535;103.75;247.7;175.72;101.79;No;Institution;m2535;0
m2536;115.59;281.09;219.83;40.83;No;Institution;m2536;0
m2537;85.2;139.5;112.44;20.22;No;Institution;m2537;0
m2538;17.01;17.01;17.01;;No;Institution;m2538;0
m2539;7.93;121.08;27.26;32.25;No;Institution;m2539;0
m254;25.01;154.77;108.55;46.34;No;Institution;m254;0
m2540;17.46;17.46;17.46;;No;Institution;m2540;0
m2541;21.56;600.8;155.06;143.31;No;Institution;m2541;0
m2542;16.68;16.68;16.68;;No;Institution;m2542;0
m2543;22.5;26.76;24.63;3.01;No;Institution;m2543;0
m2544;11.97;14.94;13.46;2.1;No;Institution;m2544;0
m2545;3.18;23.67;8.09;2.23;No;Institution;m2545;0
m2546;23.22;26.64;24.93;2.42;No;Institution;m2546;0
m2547;8.25;131.42;35.06;47.83;No;Institution;m2547;0
m2548;0.29;164.74;34.1;31.17;No;Institution;m2548;0
m2549;4.47;4.47;4.47;;No;Institution;m2549;0
m255;42.42;107.86;85.87;37.63;No;Institution;m255;0
m2550;12.12;12.12;12.12;;No;Institution;m2550;0
m2551;50.78;90.54;72.93;16.52;No;Institution;m2551;0
m2552;7.21;8.02;7.62;0.57;No;Institution;m2552;0
m2553;18.8;39.55;28.5;10.44;No;Institution;m2553;0
m2554;20.05;60.14;41.58;11.26;No;Institution;m2554;0
m2555;354.3;354.3;354.3;;No;Institution;m2555;0
m2556;11.72;36.24;18.42;10.07;No;Institution;m2556;0
m2557;43.5;114.91;83.99;31.96;No;Institution;m2557;0
m2558;15.9;28.79;23.05;3.36;No;Institution;m2558;0
m2559;4.57;5.44;5.01;0.62;No;Institution;m2559;0
m256;71.61;88.92;79.04;8.91;No;Institution;m256;0
m2560;3.18;3.18;3.18;;No;Institution;m2560;0
m2561;5.78;17.03;10.66;5.77;No;Institution;m2561;0
m2562;59.27;59.27;59.27;;No;Institution;m2562;0
m2563;1.35;46.42;13.11;8.81;No;Institution;m2563;0
m2564;25.42;25.42;25.42;;No;Institution;m2564;0
m2565;19.18;19.18;19.18;;No;Institution;m2565;0
m2566;92.54;92.54;92.54;;No;Institution;m2566;0
m2567;8.2;103.04;44.39;47.75;No;Institution;m2567;0
m2568;9.24;12.62;10.93;2.39;No;Institution;m2568;0
m2569;31.13;31.13;31.13;;No;Institution;m2569;0
m257;37.32;37.32;37.32;;No;Institution;m257;0
m2570;528.45;609.69;569.07;57.45;No;Institution;m2570;0
m2571;30.28;62.5;46.39;22.78;No;Institution;m2571;0
m2572;1.34;111.61;37.14;34.0;No;Institution;m2572;0
m2573;164.62;229.97;197.3;46.21;No;Institution;m2573;0
m2574;109.59;109.59;109.59;;No;Institution;m2574;0
m2575;36.39;57.45;43.83;6.53;No;Institution;m2575;0
m2576;117.73;117.73;117.73;;No;Institution;m2576;0
m2577;74.69;136.2;110.15;20.37;No;Institution;m2577;0
m2578;3.74;49.68;19.48;15.8;No;Institution;m2578;0
m2579;5.91;63.2;21.17;17.61;No;Institution;m2579;0
m258;6.04;55.47;37.35;21.51;No;Institution;m258;0
m2580;1.48;2.31;1.93;0.42;No;Institution;m2580;0
m2581;85.27;85.27;85.27;;No;Institution;m2581;0
m2582;36.36;110.61;62.1;42.03;No;Institution;m2582;0
m2583;1.62;163.05;46.48;42.72;No;Institution;m2583;0
m2584;30.53;49.93;41.48;5.44;No;Institution;m2584;0
m2585;30.39;48.56;38.18;6.81;No;Institution;m2585;0
m2586;171.27;392.1;281.68;156.15;No;Institution;m2586;0
m2587;9.64;12.72;11.03;1.56;No;Institution;m2587;0
m2588;7.88;13.12;10.5;3.71;No;Institution;m2588;0
m2589;31.0;32.64;31.69;0.85;No;Institution;m2589;0
m259;1.57;63.6;33.68;28.54;No;Institution;m259;0
m2590;19.69;24.34;22.02;3.29;No;Institution;m2590;0
m2591;6.36;22.36;17.43;6.38;No;Institution;m2591;0
m2592;81.93;81.93;81.93;;No;Institution;m2592;0
m2593;3.12;72.87;32.21;20.22;No;Institution;m2593;0
m2594;5.96;69.22;23.73;20.24;No;Institution;m2594;0
m2595;16.39;16.39;16.39;;No;Institution;m2595;0
m2596;17.54;17.54;17.54;;No;Institution;m2596;0
m2597;9.56;9.56;9.56;;No;Institution;m2597;0
m2598;108.13;190.3;154.48;28.52;No;Institution;m2598;0
m2599;5.6;9.84;7.72;3.0;No;Institution;m2599;0
m26;8.7;89.97;70.56;34.88;No;Institution;m26;0
m260;20.13;508.79;95.69;167.19;No;Institution;m260;0
m2600;3.08;94.48;26.64;27.63;No;Institution;m2600;0
m2601;191.54;249.17;220.36;40.75;No;Institution;m2601;0
m2602;32.99;42.22;37.15;3.03;No;Institution;m2602;0
m2603;9.71;82.6;36.9;24.57;No;Institution;m2603;0
m2604;678.26;678.26;678.26;;No;Institution;m2604;0
m2605;36.66;36.66;36.66;;No;Institution;m2605;0
m2606;62.84;210.15;136.17;47.54;No;Institution;m2606;0
m2607;94.88;116.26;105.57;15.12;No;Institution;m2607;0
m2608;6.54;6.54;6.54;;No;Institution;m2608;0
m2609;98.58;98.58;98.58;;No;Institution;m2609;0
m261;353.99;353.99;353.99;;No;Institution;m261;0
m2610;15.01;39.3;25.93;11.97;No;Institution;m2610;0
m2611;3.61;20.34;11.94;6.06;No;Institution;m2611;0
m2612;92.6;111.29;99.41;10.32;No;Institution;m2612;0
m2613;1.99;44.38;22.65;18.12;No;Institution;m2613;0
m2614;13.64;13.64;13.64;;No;Institution;m2614;0
m2615;45.34;47.1;46.22;1.24;No;Institution;m2615;0
m2616;14.48;146.86;78.69;43.77;No;Institution;m2616;0
m2617;33.94;48.89;42.61;5.07;No;Institution;m2617;0
m2618;107.2;165.46;134.88;29.24;No;Institution;m2618;0
m2619;17.19;17.19;17.19;;No;Institution;m2619;0
m262;135.26;254.16;175.33;35.04;No;Institution;m262;0
m2620;22.25;50.56;36.52;8.95;No;Institution;m2620;0
m2621;7.63;12.55;10.36;2.14;No;Institution;m2621;0
m2622;14.72;14.72;14.72;;No;Institution;m2622;0
m2623;10.75;39.59;16.29;11.44;No;Institution;m2623;0
m2624;12.71;14.45;13.58;1.23;No;Institution;m2624;0
m2625;1.25;112.59;35.4;43.71;No;Institution;m2625;0
m2626;127.59;127.59;127.59;;No;Institution;m2626;0
m2627;12.59;12.59;12.59;;No;Institution;m2627;0
m2628;3.18;91.2;52.72;20.21;No;Institution;m2628;0
m2629;6.62;52.59;17.1;19.89;No;Institution;m2629;0
m263;10.86;10.86;10.86;;No;Institution;m263;0
m2630;78.65;78.65;78.65;;No;Institution;m2630;0
m2631;354.19;484.03;419.11;91.81;No;Institution;m2631;0
m2632;53.63;53.63;53.63;;No;Institution;m2632;0
m2633;1.09;34.3;10.29;9.53;No;Institution;m2633;0
m2634;10.07;31.77;22.54;4.86;No;Institution;m2634;0
m2635;0.38;122.03;20.31;32.59;No;Institution;m2635;0
m2636;317.32;499.85;406.56;71.28;No;Institution;m2636;0
m2637;60.72;103.25;80.45;15.37;No;Institution;m2637;0
m2638;43.7;142.84;94.72;37.49;No;Institution;m2638;0
m2639;14.93;14.93;14.93;;No;Institution;m2639;0
m264;14.11;21.93;18.02;5.53;No;Institution;m264;0
m2640;43.92;165.39;95.35;39.37;No;Institution;m2640;0
m2641;35.85;35.85;35.85;;No;Institution;m2641;0
m2642;16.4;16.4;16.4;;No;Institution;m2642;0
m2643;3.73;50.17;31.59;6.7;No;Institution;m2643;0
m2644;44.81;53.45;48.66;3.51;No;Institution;m2644;0
m2645;1.92;2.05;1.98;0.09;No;Institution;m2645;0
m2646;25.14;25.14;25.14;;No;Institution;m2646;0
m2647;62.92;76.84;69.88;9.84;No;Institution;m2647;0
m2648;21.19;37.1;29.04;4.82;No;Institution;m2648;0
m2649;123.92;179.47;151.2;22.74;No;Institution;m2649;0
m265;1.93;78.59;45.6;31.9;No;Institution;m265;0
m2650;98.84;98.84;98.84;;No;Institution;m2650;0
m2651;20.54;55.66;31.53;11.49;No;Institution;m2651;0
m2652;72.6;72.6;72.6;;No;Institution;m2652;0
m2653;1.64;119.48;41.06;67.91;No;Institution;m2653;0
m2654;13.44;364.04;85.47;41.47;No;Institution;m2654;0
m2655;0.6;49.9;16.51;6.64;Yes;Institution;m2655;1
m2656;229.98;229.98;229.98;;No;Institution;m2656;0
m2657;19.64;52.56;39.2;12.25;No;Institution;m2657;0
m2658;1.91;85.35;47.15;30.85;No;Institution;m2658;0
m2659;55.6;109.76;81.56;19.34;No;Institution;m2659;0
m266;16.96;16.96;16.96;;No;Institution;m266;0
m2660;35.47;91.31;66.96;28.6;No;Institution;m2660;0
m2661;18.47;133.08;75.78;81.04;No;Institution;m2661;0
m2662;23.0;27.64;25.32;3.28;No;Institution;m2662;0
m2663;71.03;89.39;80.07;9.18;No;Institution;m2663;0
m2664;57.92;57.92;57.92;;No;Institution;m2664;0
m2665;50.4;225.63;134.27;45.47;No;Institution;m2665;0
m2666;274.54;294.98;284.76;14.45;No;Institution;m2666;0
m2667;-500.0;500.0;38.79;504.49;No;Institution;m2667;0
m2668;29.25;68.24;49.17;10.59;No;Institution;m2668;0
m2669;33.43;73.67;53.55;28.45;No;Institution;m2669;0
m267;4.88;4.88;4.88;;No;Institution;m267;0
m2670;6.48;6.48;6.48;;No;Institution;m2670;0
m2671;79.0;79.04;79.02;0.03;No;Institution;m2671;0
m2672;2.63;37.33;12.82;16.47;No;Institution;m2672;0
m2673;67.76;91.5;78.59;12.01;No;Institution;m2673;0
m2674;125.59;125.59;125.59;;No;Institution;m2674;0
m2675;17.1;59.44;39.41;13.99;No;Institution;m2675;0
m2676;190.06;190.06;190.06;;No;Institution;m2676;0
m2677;159.56;159.56;159.56;;No;Institution;m2677;0
m2678;12.47;18.57;15.22;2.78;No;Institution;m2678;0
m2679;24.84;24.84;24.84;;No;Institution;m2679;0
m268;134.42;138.56;136.49;2.93;No;Institution;m268;0
m2680;8.19;118.3;56.48;45.1;No;Institution;m2680;0
m2681;2.02;513.58;56.75;31.15;No;Institution;m2681;0
m2682;3.69;439.3;103.61;74.24;No;Institution;m2682;0
m2683;124.36;206.17;163.58;25.84;No;Institution;m2683;0
m2684;13.77;19.05;16.46;2.28;No;Institution;m2684;0
m2685;39.0;45.8;41.67;3.63;No;Institution;m2685;0
m2686;0.71;95.0;45.45;31.28;No;Institution;m2686;0
m2687;11.06;125.21;68.13;80.72;No;Institution;m2687;0
m2688;241.51;241.51;241.51;;No;Institution;m2688;0
m2689;7.26;45.31;24.05;19.42;No;Institution;m2689;0
m269;61.54;70.92;65.4;4.9;No;Institution;m269;0
m2690;32.28;161.35;94.32;49.41;No;Institution;m2690;0
m2691;3.37;91.36;45.62;27.84;No;Institution;m2691;0
m2692;33.32;33.32;33.32;;No;Institution;m2692;0
m2693;2.65;58.74;16.79;23.82;No;Institution;m2693;0
m2694;2.42;207.85;59.24;56.62;No;Institution;m2694;0
m2695;75.89;88.67;82.28;9.04;No;Institution;m2695;0
m2696;629.37;629.37;629.37;;No;Institution;m2696;0
m2697;75.27;75.27;75.27;;No;Institution;m2697;0
m2698;36.88;91.62;68.01;15.43;No;Institution;m2698;0
m2699;19.69;19.69;19.69;;No;Institution;m2699;0
m27;50.7;60.63;55.67;7.02;No;Institution;m27;0
m270;27.59;27.59;27.59;;No;Institution;m270;0
m2700;1.22;1.46;1.34;0.17;No;Institution;m2700;0
m2701;354.82;354.82;354.82;;No;Institution;m2701;0
m2702;1.29;46.53;21.7;19.46;No;Institution;m2702;0
m2703;59.66;150.15;99.35;27.42;No;Institution;m2703;0
m2704;30.79;43.66;39.42;4.12;No;Institution;m2704;0
m2705;0.79;55.66;28.82;19.43;No;Institution;m2705;0
m2706;37.81;57.31;47.56;13.79;No;Institution;m2706;0
m2707;54.41;54.41;54.41;;No;Institution;m2707;0
m2708;26.32;59.94;48.27;9.72;No;Institution;m2708;0
m2709;26.88;30.03;28.0;1.76;No;Institution;m2709;0
m271;10.73;13.76;12.07;1.55;No;Institution;m271;0
m2710;131.12;189.8;170.69;22.93;No;Institution;m2710;0
m2711;2.05;50.33;30.79;21.35;No;Institution;m2711;0
m2712;10.55;151.72;85.79;35.14;No;Institution;m2712;0
m2713;4.96;54.64;17.48;17.65;No;Institution;m2713;0
m2714;38.73;174.71;127.29;49.87;No;Institution;m2714;0
m2715;5.21;6.36;5.78;0.81;No;Institution;m2715;0
m2716;4.48;10.54;7.48;1.55;No;Institution;m2716;0
m2717;50.24;61.93;56.08;8.27;No;Institution;m2717;0
m2718;13.22;18.91;16.36;2.47;No;Institution;m2718;0
m2719;29.55;44.63;35.34;5.6;No;Institution;m2719;0
m272;155.24;155.24;155.24;;No;Institution;m272;0
m2720;106.83;145.72;126.92;16.33;No;Institution;m2720;0
m2721;114.77;114.77;114.77;;No;Institution;m2721;0
m2722;14.12;71.59;38.06;19.34;No;Institution;m2722;0
m2723;260.46;356.53;295.89;39.52;No;Institution;m2723;0
m2724;1.58;22.5;9.3;8.9;No;Institution;m2724;0
m2725;9.14;19.89;14.44;3.23;No;Institution;m2725;0
m2726;14.52;14.52;14.52;;No;Institution;m2726;0
m2727;12.95;14.71;13.83;1.24;No;Institution;m2727;0
m2728;36.7;116.44;92.19;25.84;No;Institution;m2728;0
m2729;64.29;64.29;64.29;;No;Institution;m2729;0
m273;126.69;126.69;126.69;;No;Institution;m273;0
m2730;1.2;112.98;18.18;27.24;No;Institution;m2730;0
m2731;28.37;28.37;28.37;;No;Institution;m2731;0
m2732;14.44;14.44;14.44;;No;Institution;m2732;0
m2733;31.43;45.39;38.92;7.04;No;Institution;m2733;0
m2734;3.24;3.24;3.24;;No;Institution;m2734;0
m2735;21.84;21.84;21.84;;No;Institution;m2735;0
m2736;323.15;323.15;323.15;;No;Institution;m2736;0
m2737;2.3;2.84;2.57;0.38;No;Institution;m2737;0
m2738;-210.0;263.19;87.73;259.21;No;Institution;m2738;0
m2739;36.16;36.16;36.16;;No;Institution;m2739;0
m274;6.78;12.81;9.64;1.82;No;Institution;m274;0
m2740;38.02;83.76;63.46;12.35;No;Institution;m2740;0
m2741;73.82;73.82;73.82;;No;Institution;m2741;0
m2742;29.0;39.61;34.3;7.5;No;Institution;m2742;0
m2743;10.13;10.13;10.13;;No;Institution;m2743;0
m2744;2.12;10.86;6.46;4.37;No;Institution;m2744;0
m2745;4.89;164.59;82.68;61.1;No;Institution;m2745;0
m2746;77.92;293.22;204.3;52.12;No;Institution;m2746;0
m2747;64.65;64.65;64.65;;No;Institution;m2747;0
m2748;1.45;169.88;66.61;73.27;No;Institution;m2748;0
m2749;82.73;82.73;82.73;;No;Institution;m2749;0
m275;249.15;646.3;483.5;111.94;No;Institution;m275;0
m2750;55.49;55.49;55.49;;No;Institution;m2750;0
m2751;5.82;21.02;13.84;4.63;No;Institution;m2751;0
m2752;11.91;72.85;47.33;16.25;No;Institution;m2752;0
m2753;7.57;7.57;7.57;;No;Institution;m2753;0
m2754;45.35;65.32;55.33;14.12;No;Institution;m2754;0
m2755;4.48;61.27;38.1;14.03;No;Institution;m2755;0
m2756;10.8;117.72;88.6;30.99;No;Institution;m2756;0
m2757;10.57;17.74;14.65;3.69;No;Institution;m2757;0
m2758;32.34;32.34;32.34;;No;Institution;m2758;0
m2759;68.49;112.99;87.64;12.26;No;Institution;m2759;0
m276;39.02;144.41;78.04;57.78;No;Institution;m276;0
m2760;32.24;32.24;32.24;;No;Institution;m2760;0
m2761;22.39;221.39;114.21;51.51;No;Institution;m2761;0
m2762;75.64;111.69;93.22;13.14;No;Institution;m2762;0
m2763;14.11;40.65;27.02;11.1;No;Institution;m2763;0
m2764;1.72;70.27;27.46;20.67;No;Institution;m2764;0
m2765;33.78;33.78;33.78;;No;Institution;m2765;0
m2766;216.48;216.48;216.48;;No;Institution;m2766;0
m2767;210.86;211.87;211.36;0.71;No;Institution;m2767;0
m2768;81.49;81.49;81.49;;No;Institution;m2768;0
m2769;8.98;15.96;12.47;4.94;No;Institution;m2769;0
m277;14.35;14.35;14.35;;No;Institution;m277;0
m2770;197.18;218.11;207.64;14.8;No;Institution;m2770;0
m2771;368.11;368.11;368.11;;No;Institution;m2771;0
m2772;32.21;45.33;39.46;6.67;No;Institution;m2772;0
m2773;65.92;65.92;65.92;;No;Institution;m2773;0
m2774;101.23;101.23;101.23;;No;Institution;m2774;0
m2775;9.65;91.86;47.79;30.11;No;Institution;m2775;0
m2776;129.46;129.46;129.46;;No;Institution;m2776;0
m2777;7.5;16.3;10.82;4.78;No;Institution;m2777;0
m2778;8.73;21.57;14.32;4.46;No;Institution;m2778;0
m2779;38.07;51.18;44.62;9.27;No;Institution;m2779;0
m278;38.11;61.64;50.06;11.77;No;Institution;m278;0
m2780;166.95;369.19;310.64;77.74;No;Institution;m2780;0
m2781;24.28;138.85;59.03;32.23;No;Institution;m2781;0
m2782;11.46;11.46;11.46;;No;Institution;m2782;0
m2783;5.73;15.59;11.04;3.8;No;Institution;m2783;0
m2784;83.91;83.91;83.91;;No;Institution;m2784;0
m2785;17.52;55.87;41.08;13.75;No;Institution;m2785;0
m2786;31.77;47.08;39.42;10.83;No;Institution;m2786;0
m2787;14.48;14.48;14.48;;No;Institution;m2787;0
m2788;2.3;28.62;13.74;11.73;No;Institution;m2788;0
m2789;5.73;68.26;46.1;28.2;No;Institution;m2789;0
m279;22.96;22.96;22.96;;No;Institution;m279;0
m2790;4.5;6.96;5.66;0.9;No;Institution;m2790;0
m2791;9.12;34.65;23.85;7.1;No;Institution;m2791;0
m2792;5.02;5.02;5.02;;No;Institution;m2792;0
m2793;10.73;10.73;10.73;;No;Institution;m2793;0
m2794;44.93;44.93;44.93;;No;Institution;m2794;0
m2795;11.55;14.85;13.7;1.87;No;Institution;m2795;0
m2796;1.49;178.48;10.13;28.75;No;Institution;m2796;0
m2797;0.34;140.59;33.15;25.09;No;Institution;m2797;0
m2798;78.98;78.98;78.98;;No;Institution;m2798;0
m2799;4.38;32.82;15.52;12.04;No;Institution;m2799;0
m28;62.63;62.63;62.63;;No;Institution;m28;0
m280;91.85;91.85;91.85;;No;Institution;m280;0
m2800;302.76;302.76;302.76;;No;Institution;m2800;0
m2801;160.04;280.88;232.34;63.83;No;Institution;m2801;0
m2802;14.51;28.5;22.98;5.12;No;Institution;m2802;0
m2803;8.93;8.93;8.93;;No;Institution;m2803;0
m2804;113.1;113.1;113.1;;No;Institution;m2804;0
m2805;6.28;113.2;59.04;29.97;No;Institution;m2805;0
m2806;135.88;323.38;207.68;60.91;No;Institution;m2806;0
m2807;937.56;937.56;937.56;;No;Institution;m2807;0
m2808;12.78;69.02;40.9;39.77;No;Institution;m2808;0
m2809;235.39;235.39;235.39;;No;Institution;m2809;0
m281;48.75;60.68;53.73;4.31;No;Institution;m281;0
m2810;77.69;77.69;77.69;;No;Institution;m2810;0
m2811;1.11;95.98;33.05;54.5;No;Institution;m2811;0
m2812;3.0;217.21;54.98;44.74;No;Institution;m2812;0
m2813;2.87;164.96;32.7;37.22;No;Institution;m2813;0
m2814;5.92;9.69;7.56;1.28;No;Institution;m2814;0
m2815;0.34;210.7;32.18;30.26;No;Institution;m2815;0
m2816;135.2;171.06;153.13;25.36;No;Institution;m2816;0
m2817;53.36;53.36;53.36;;No;Institution;m2817;0
m2818;2.96;6.73;4.9;1.89;No;Institution;m2818;0
m2819;3.03;3.03;3.03;;No;Institution;m2819;0
m282;2.63;131.78;51.53;47.1;No;Institution;m282;0
m2820;4.65;44.74;26.58;10.53;No;Institution;m2820;0
m2821;220.77;220.77;220.77;;No;Institution;m2821;0
m2822;161.08;172.19;166.64;7.86;No;Institution;m2822;0
m2823;65.29;65.29;65.29;;No;Institution;m2823;0
m2824;3.21;90.65;52.89;30.48;No;Institution;m2824;0
m2825;29.8;45.34;37.57;10.99;No;Institution;m2825;0
m2826;31.77;36.73;34.25;3.51;No;Institution;m2826;0
m2827;18.47;18.47;18.47;;No;Institution;m2827;0
m2828;17.44;175.99;64.92;19.25;No;Institution;m2828;0
m2829;35.96;80.9;65.65;17.19;No;Institution;m2829;0
m283;322.99;322.99;322.99;;No;Institution;m283;0
m2830;9.66;9.66;9.66;;No;Institution;m2830;0
m2831;33.21;33.21;33.21;;No;Institution;m2831;0
m2832;77.28;113.05;91.79;18.82;No;Institution;m2832;0
m2833;34.33;34.33;34.33;;No;Institution;m2833;0
m2834;21.16;82.13;51.64;43.11;No;Institution;m2834;0
m2835;5.72;17.54;9.26;3.23;No;Institution;m2835;0
m2836;75.11;104.61;91.08;10.65;No;Institution;m2836;0
m2837;33.89;42.59;38.82;4.46;No;Institution;m2837;0
m2838;9.68;34.03;21.86;17.22;No;Institution;m2838;0
m2839;56.47;56.47;56.47;;No;Institution;m2839;0
m284;-340.0;340.0;54.87;280.33;No;Institution;m284;0
m2840;29.9;59.4;41.65;13.4;No;Institution;m2840;0
m2841;4.96;243.81;41.67;60.58;No;Institution;m2841;0
m2842;71.87;131.05;105.17;18.56;No;Institution;m2842;0
m2843;653.03;653.03;653.03;;No;Institution;m2843;0
m2844;30.41;114.54;69.28;33.04;No;Institution;m2844;0
m2845;8.58;8.58;8.58;;No;Institution;m2845;0
m2846;2.34;164.37;58.67;91.61;No;Institution;m2846;0
m2847;64.77;64.77;64.77;;No;Institution;m2847;0
m2848;217.47;296.3;251.96;33.36;No;Institution;m2848;0
m2849;48.44;214.1;129.15;42.97;No;Institution;m2849;0
m285;55.71;112.92;86.36;22.18;No;Institution;m285;0
m2850;11.78;16.06;13.92;3.03;No;Institution;m2850;0
m2851;57.85;69.98;63.92;8.58;No;Institution;m2851;0
m2852;31.05;244.74;92.4;78.25;No;Institution;m2852;0
m2853;21.72;59.53;35.36;13.55;No;Institution;m2853;0
m2854;111.03;111.03;111.03;;No;Institution;m2854;0
m2855;7.7;7.7;7.7;;No;Institution;m2855;0
m2856;97.94;97.94;97.94;;No;Institution;m2856;0
m2857;153.71;153.71;153.71;;No;Institution;m2857;0
m2858;15.18;38.5;27.97;6.75;No;Institution;m2858;0
m2859;1.37;63.67;7.2;15.39;No;Institution;m2859;0
m286;39.05;47.31;43.66;3.24;No;Institution;m286;0
m2860;191.87;191.87;191.87;;No;Institution;m2860;0
m2861;2.74;61.37;34.93;29.23;No;Institution;m2861;0
m2862;3.28;4.16;3.72;0.62;No;Institution;m2862;0
m2863;8.04;14.25;11.69;2.66;No;Institution;m2863;0
m2864;119.34;119.34;119.34;;No;Institution;m2864;0
m2865;48.0;48.0;48.0;;No;Institution;m2865;0
m2866;138.04;430.73;265.83;83.37;No;Institution;m2866;0
m2867;-361.0;361.0;114.1;411.56;No;Institution;m2867;0
m2868;32.4;32.4;32.4;;No;Institution;m2868;0
m2869;26.59;29.91;28.3;1.66;No;Institution;m2869;0
m287;2.2;114.46;23.98;28.58;No;Institution;m287;0
m2870;9.22;21.3;15.92;3.71;No;Institution;m2870;0
m2871;11.6;11.6;11.6;;No;Institution;m2871;0
m2872;106.37;106.37;106.37;;No;Institution;m2872;0
